"","Compound","EA_138_P(raw)","EA_171_P(raw)","EA_182_P(raw)","EA_263_P(raw)","EA_287_P(raw)","EA_39_P(raw)","EA_452_P(raw)","EA_53_P(raw)","EA_535_P(raw)","EA_548_P(raw)","EA_573_P(raw)","EA_579_P(raw)","EA_591_P(raw)","EA_617_P(raw)","EA_62_P(raw)","EA_629_P(raw)","EA_630_P(raw)","EA_65_P(raw)","EA_740_P(raw)","EA_79_P(raw)","EA_90_P(raw)","EA_965_P(raw)","EA_966_P(raw)","EA_994_P(raw)","EA_138_P_2(raw)","EA_171_P_2(raw)","EA_182_P_2(raw)","EA_263_P_2(raw)","EA_287_P_2(raw)","EA_39_P_2(raw)","EA_452_P_2(raw)","EA_53_P_2(raw)","EA_535_P_2(raw)","EA_548_P_2(raw)","EA_573_P_2(raw)","EA_579_P_2(raw)","EA_591_P_2(raw)","EA_617_P_2(raw)","EA_62_P_2(raw)","EA_629_P_2(raw)","EA_630_P_2(raw)","EA_65_P_2(raw)","EA_740_P_2(raw)","EA_79_P_2(raw)","EA_90_P_2(raw)","EA_965_P_2(raw)","EA_966_P_2(raw)","EA_994_P_2(raw)"
"83","489.1999@3.545999","20253","2169","3901","4918","3057","2752","4042","998","303","2198","697","5959","2097","313","3485","3449","5229","3214","6698","5083","3158","1970","1672",NA,NA,"5588",NA,"5010",NA,"5105",NA,"777","887","4505","917","9288","1678","2220","5222","8412",NA,"1960","2733","4165",NA,"11530","4306","6751"
"84","695.3133@6.3140016","16019","17844","15452","15309","15364","17112","13160","11611","14738","16794","16491","17488","12509","14525","11214","10769","12941","13386","15938","13609","16684","12788","13124","16341","12114","16803","11723","12466","15220","15583","16429",NA,"14161",NA,"13199","14928","13746","13776","12541","13068","18918","12416","12451","12321","11381","12994","10188","14153"
"85","886.4811@0.23999982","12202","5431","8970","8029","7870","8952","8574","5649","6618","7670","7472","8565","6717","9329","11259","13825",NA,"7662","8201","8828","9592","8146","8263","10626","9425","11704","10388","8129","8666","9273","9132","7626","8508","5585",NA,"9565","3584","6433",NA,"10437","8132","10263",NA,"7449","6700","5377",NA,"6656"
"86","949.5048@9.556013","32704","31403","34095","23787","17926","15132","21135","19758","23043","8394","22850","11213","24311","22700","28446","14270","17501","26388","23507","22583","33751","7154","29020","18535","15074","7504","17863","29500","32837","14699","12389","8542",NA,"24458","25576","16463","37367","21275","15507","18532","17594","8276","22806","17820","17794","23245","35183","41028"
"87","605.1856@4.7550035","9173","1098","6481","8107","1910","2117","982","1650","3085","297","1370","1096",NA,NA,"8248","524",NA,"4564","5364",NA,"1347","213",NA,NA,"168","143","1358","3004","641","1563","902","2935","6638","1798","5204","818","12572","4867","373","3650","719","2087","3683",NA,"464","2946","4061","3412"
"88","214.12@3.1449988","31791","5974","12711","9203","9295","12758","29437","11057","6187","8366","6689",NA,NA,NA,NA,"4545","11737","5176",NA,"3971","10384","4225",NA,"5599","12798","6986","5801","13801","14411","7298","12963","18872","11678","11940","8267","15110","13590","3986","5693","9096","4146","13786","15861","10387","8896","5591","16393","13359"
"89","623.297@5.4049997","6549","7496","6270","6142","5980","5514","4767","6716",NA,NA,"8347","6698",NA,"6904","8828","4938","8028","7776","4990","6776","8025","6012","6459","6104","8032","7717","5457","6724","4965","5326","7165","6125",NA,"10275","5750","5409","7128","6815","11384","5379","8079","5802","4657","6463","6820","8766","6347","5870"
"90","807.5189@8.268997","18966","26310","27117","41799","30373","38406",NA,"31963","32163",NA,"27694","55799","51255","21618","28633","26473","31986","13411","24432","31098",NA,"36423","34076","24847",NA,"46805","16422","26236","26733","30308","19524","23799","29294",NA,NA,"33419","8595","15698","55607","8477","22527","32848","13897","32418","51087","15410","13622","15252"
"91","615.338@3.2479987",NA,"7728","4897","10006","8836","9372","5941","7492","8526","24146","6125","39729","16986","3267","4842","5159","7828",NA,"7187","10180","6649","7368","12523","5390",NA,"11719","2361","6824","6555","4841","7805","4773","7324","7827","429","9977","1682","2639","16081","2106","4755","11106",NA,"9397","12435","3789","3339","797"
"92","182.0942@3.384002","26803","10031","6177","2356","2419","5119","9020","13074","2615","4087","45774","2193","6386","7089","2056","1514","3975","7770","4355","4843","11862","2095","14476","10237","20713","1335","1317","11047",NA,"3728","6455","4412","7593","42779","5909","8650","4512","1236","8109","2693","NaN","5909",NA,"4648","2481","11103","9293","15436"
"93","508.2805@5.8689976","9882","14312","10283","8937","10720","10208","7564","10981",NA,"11354","12506","13075","10713","9334","10326","7903",NA,"7674","7889",NA,"13556","12861","13677","9066","9588","9092","7105","9206",NA,"7021","13484","4002","10031",NA,"6615","7909","10068","8478","13034","9474","14078","9232","7790","10421","9331","11398","10091",NA
"94","859.5545@6.629005","76410","91157","110028","140088","91338","127355","57062","81137","130692","246120","173536","129415","241161","55498","144525","71777","69334","77810","68753","120325","206444","102274","85645",NA,"210800","170163","70328","123162","79468","99246","109298","78606","114211","98861","23540","56132","54381","50887","275281","59303","72120",NA,"49659","117449","217996","40358","46986","16468"
"95","931.4923@8.422992","12118","15534","42798","8755","24571",NA,"29172","18930","16868","15519","21701","5619","31092","16788","13490","36937","56422","5466","14008","12419","14230","22710","27169","39546","19850","23487","57722","30471",NA,NA,"17274","18588","24504","52642","23313","30934","31181","38483",NA,"42929","79889","18921","21652",NA,"31899","22890","55235","29178"
"96","838.5603@8.831987","72210","88154","111535","141273","95512","150324","110620","115162","112432","122731","108819","163709","129454","112969","99959","121164","126924","105362","126960","123579","127275","106261","72802","98194","130502","111485","107722","142640","118889","129176","120830",NA,"114899","127063","104995","115608","91787","89714","145088","125365",NA,"115984","108236","134564","120163","110367","92344","106072"
"97","931.4892@7.3400064","97098","98372","97310","112221","113117","126550","192501","92207","130781","165372","136808","181832","312310","62481","124013","156236","147494","57140","97014",NA,"106527","159799","87220","121038","155449","196263","157899","121078","199903","158883","175258","175225",NA,"63878","44246","157671",NA,"82197","230889","135277","164962","229685","62828","140461","185915","120605","56483","49174"
"98","625.213@5.4790034","14561","12118","8948","6464","11657","7399",NA,"11110","10354","6985","12810","5636","7644","12508","7487",NA,"13219","15078","7387",NA,"8181","9439","13622","9146","10280","10967","12046","14787","9351","6539","5986","12856","11780","16337","15237","6403","11900","11706","9196","10147","17564","8468","7526","9374","10143","17881","13185","12197"
"99","757.5262@8.276996","5611","15622","18892","11085","10460","13401","13609","13141","11964","18459","21968","7372","12645","13237","9886",NA,"19869","6872","7237","13821","19456","15658","11260","13457","16912","21111",NA,"16363",NA,"22154","19500","10682","16029","13463","13625","17519","10431",NA,"29651","17127","41604","15108","15893","18999","25271","19183","11356","9293"
"100","675.2964@5.2990036","10077","10792","11057","9264","11621","6090","6677","9065","10320","7168","12733",NA,"9559","7291",NA,"7060","15642","5426","5203","12638","8523","8899","15283","8301","11203","5939","6859","7408",NA,"5074",NA,"5063","7552","12067","8855","5989","11488","5140","6994","8825","18158","6653","5423","9328","6562","8603","8078","10173"
"101","865.5794@5.8709984","4777","28561","12559","3548","14253",NA,NA,"4831","1697","9989","15170","9531","5399","12409","1679","8196","21672","3513","3611","5758",NA,"5897","18024","12497","14734","6109",NA,NA,"4957","9600","3140","3464",NA,"15787","2603",NA,"2217","3727","5601","2489","6594","10275","3235","11189","5113",NA,"5769","5879"
"102","817.5581@8.854003","565750",NA,"435133","619160","517938","472527","496499","415139","519212","519181","397845","433608",NA,"497662","694353","376664","649038","458961","531049","519743","515685","398677","470397","444856","481673","502258","469981","560297","499400","461609","276690","390348","590419","477369","576226","469963","573626","510110",NA,NA,"704554",NA,"513458","575405","460740","464630","516374","536406"
"103","857.5505@8.249005","35391","161795","191019","117737","228812","129785","189962","114586","166161","150712","190051",NA,"296844","128216","177204","272070","379065","34063","226966","124551","245941","163529",NA,"215057","188901","204378","424698","290762","343810","218473","141991","197901","182167",NA,"90835","130028",NA,"244296","323203","218263","319346",NA,"189969","205624","214115","125680","309447","186983"
"104","445.153@6.981996","11795","5372","6358","13741","9384","4520","9514","5277","4162","2971","4218","6587","2210","8368","5366","6479","10968","3113","4312","6788","4503","5388","11569","6533","10239","2233","8665","9966","11484","7684",NA,"13761","5057","3838","8536","8949","11129","10509","4832","5037","11701","7041","6464","5617","4589","10874",NA,"7806"
"105","901.5136@8.747005","98266","96636","150385","148529","120608","150876",NA,"121823","80176","161108",NA,"193926","191609","123505","111339","139684","52919",NA,"111004","114260","109994","107324","134254","144153","126280","125943","97552","153328","116258","140601","107354",NA,"92704","105801","37746","140713","72710","110482","161460","67452","114468","137494","64476","160003","156168","89817","65287","130644"
"106","723.4328@6.103001","13620","12769","16714","9686","17404","8406","17194","11879","15267","41976","28255","32287","28169","8492","13335","17970","29993","5326","13233","20350","9964","19068","32652","17057","19247",NA,"17094","17065","15482","9301","16006","9293","15539",NA,"3597","24465","4607","7398","28726","11335","17389",NA,"5180","28122","28806","3778","5653","6575"
"107","865.5861@9.851993","23722","20060","11717","8686","21203","7826",NA,"24869","16315","3024","11045","4433","13707","15279",NA,"4258",NA,"26748","21385","25812","13432","2649","13896","12546","10790","10409","13413","14409","14919","5691","5639","19435","18473",NA,"24869","8722","17674","9953","3747",NA,"3826","12737","23887",NA,"6614","6000","26207","31425"
"108","352.172@2.6150022","163811","45721","245440","111282","60302","23038","124285","19546","10469","58410","61327","122073","28336","15823","91791","83148","226134","51145","77248","29656","167906","180746","4105",NA,"180467","66327","214702","125501","21926","55709","125337","57864","1217","93693","57525","106479",NA,"37033","27808","120383",NA,"35961","41373","19692","81266","83521",NA,"17455"
"109","675.4103@6.5770025","16756","12840","20489","9604","26694","10395","9498","9864","8782","20456","28842","12660","27121","11466","4284","14093","15329","4823","11181","31943","8306","9437","34646","20846","17149","20992","15514","14515","23916","12294","9333",NA,"14118","9757","2243","15005","3394",NA,"11347","4643","10842","13773","5591","25815","14120","3502",NA,NA
"110","632.2483@4.390006","38597","2206",NA,NA,"7546",NA,"28940","4068","6187","10464",NA,"32054","10042","7137","26618","8280","4093","1269","20707","18004","27686",NA,"3654","3855","10138","5554",NA,"7176",NA,"14060","14270","11193","7839","36844","10504","68415","3746","20218","25607","24633","11384",NA,"12296","27430","8045","36628","11139",NA
"111","155.0203@0.23399986","7955","8630","6510","6663","7041","7310","6311","4038","6665","5437","9424","5392","4070","9180","7166","7179","5973","5117","6042",NA,"6222","9366","5542","7199","3732","8353","3370","4491","5116","5017","4272","6131",NA,"5777","4080","5076","3740","4264","6854","3375","5121","3930","5592","10512","6624","2932",NA,"3339"
"112","979.528@10.598007","48417","57011","56360","28458","44869","37292","30433","32207","50479","44669","100413","45514","28830","38720","49410","35712",NA,"29087","55956","51916","57296","41289","35724","51012","54208","46284","56933","59655","43175","56070","47952","37982","55696","48605","59336","54349","47017","48195","49041","42606",NA,"48048","44314","53528","24922","50909","58233",NA
"113","901.5121@10.0","145037","242821",NA,"275143","254008","130261","213128","117805","260958","164186","204586","243797","127022","166209","152075",NA,"257038","131764","224382","160521","265474","203307",NA,"147194","131013","198665","148749","169295","233261","242772","211202","147537","227436","150572","206791","157433","184913","184170","214439","180151","219321","170615","171595","160329","101718","285608","244304",NA
"114","360.23@5.160002","38937","180040","78027","29928","48236","48275","43970","59656","28352","62444","58670","84157","42928",NA,NA,"45904","79027","37577","37726","34165","45360","67186","86739",NA,"47942","58580",NA,"35516","49890",NA,"49607",NA,"39045","96286","26188","37858","35641",NA,"52100","39085","130658","70724","27844","56811","98105","31846","38748","41169"
"115","715.5588@9.255995","16936","17909","18728","15128","16259",NA,"15751","11626","19552","18561","24148","15425","18036","15547",NA,"17086","12277","14130","10282","21143",NA,"18031","19077","20373","19144","22023","13615","25672","14942","13958","18106","13516","16505","18767","15291","16554",NA,"18283","22815","16682","11238","11107",NA,"23401","16848","10442","18185","15575"
"116","420.1605@6.030003","7090","16994","15359","6815","15966","10374",NA,"6130","3941",NA,"15593","17762","20270","17475","10053","24146","29716","3609","7005","9891","3248","11798",NA,"14036","14804","15192","21667","11372","8227","18157","12421","9941","9236","11596","6037","5183","6542","7015","24897","11338",NA,"23571","2740","10324","13859","5980","4980","4770"
"117","93.032@0.25600007","8089","27112","8332","8172","5523","12583","9393",NA,"5523","12084","24843","12613","3943","17151","4846","39994","32179","12839","11834","7338","5601","12324","6889","30902",NA,"20113",NA,NA,"4315","8155","8257","7220","5295","3882","7259","6540","5624","6222","5359","11802","10647","5045",NA,"9038",NA,"4703","4472","7225"
