"","Compound","CR_1(raw)","CR_10(raw)","CR_100(raw)","CR_101(raw)","CR_103(raw)","CR_104(raw)","CR_105(raw)","CR_11(raw)","CR_18(raw)","CR_19(raw)","CR_20(raw)","CR_22(raw)","CR_23(raw)","CR_27(raw)","CR_28(raw)","CR_3(raw)","CR_32(raw)","CR_35(raw)","CR_36(raw)","CR_37(raw)","CR_38(raw)","CR_4(raw)","CR_40(raw)","CR_41(raw)","CR_42(raw)","CR_44(raw)","CR_49(raw)","CR_5(raw)","CR_51(raw)","CR_53(raw)","CR_57(raw)","CR_59(raw)","CR_6(raw)","CR_64(raw)","CR_65(raw)","CR_7(raw)","CR_83(raw)","CR_85(raw)","CR_87(raw)","CR_91(raw)","CR_92(raw)","CR_93(raw)","CR_95(raw)","CR_99(raw)","NR_106(raw)","NR_111(raw)","NR_112(raw)","NR_12(raw)","NR_13(raw)","NR_14(raw)","NR_15(raw)","NR_16(raw)","NR_17(raw)","NR_2(raw)","NR_21(raw)","NR_25(raw)","NR_30(raw)","NR_31(raw)","NR_33(raw)","NR_34(raw)","NR_39(raw)","NR_43(raw)","NR_46(raw)","NR_47(raw)","NR_48(raw)","NR_50(raw)","NR_55(raw)","NR_56(raw)","NR_63(raw)","NR_66(raw)","NR_68(raw)","NR_69(raw)","NR_70(raw)","NR_8(raw)","NR_9(raw)","NR_96(raw)","NR_CR_24(raw)","NR_CR_26(raw)","NR_CR_29(raw)","NR_CR_45(raw)"
"44","213.1146@2.6906276",48870,66306,55492,NA,66878,77939,50495,NA,97451,63039.1637459302,87568,47695,67179,47723,74776,40900,90585,NA,87340,72856,73867,46416,67810,76915,73150,57890,62400,53284,81882,58278,67746,87540,NA,70627,NA,NA,NA,NA,107499,56883,55315,65656,64991,36599,33666,61557,55542,NA,65479,62425,59729,169793,68507,89208,56552,82048,NA,68911.5953142584,71276,88683,NA,60631,82012,75137,54147,51213,61842,55185,55548,NA,61422,51494,71163,55194,71865,72050,75489,51965,80309,60159
"45","217.2035@2.7102706",84506,89094.1596028692,88766.6262287433,61402,NA,NA,112111,NA,82610,71131,91050,112059,104363,84819.1765664323,111018,68495,85822.6446395161,77882,66399,166877.6536364,105108,81275,57703,93774.4426917728,110188,103645,96099.7929318863,NA,88579.8888397137,65161,92933.9791041547,90224,80785.3877309821,102156,128600,NA,NA,139072.179842937,80887.877684494,82134,86768,85032,115014.370489202,78249,105733,68956,NA,NA,81594.7945141479,86226,NA,81651,68590,92213.3439155838,NA,84007.8079351816,54184,NA,100211,NA,102402,NA,126712,88566.4298606962,79394.3764464551,81683,106096,88127,66448,58792,NA,77575,100717.949771066,100246,82224.4852246376,126961.013397979,90937.5528583892,73815,85560.2200063978,98047.5757264063
"46","285.1937@2.71319",324102,822962,263471,423165,58675,89048,232273,225443,405229,287191,NA,315395,351871,NA,NA,856131,663152,221106,539701,240258,815735,490113,815227,919326,208315,530854,425757,204915,394908,760388,425949,142526,184282,466838,205042,174604,NA,NA,583499,140874,281458,288710,158650,NA,107995,244864,189052,432084,534483,1040167,650984,1075232,434897,1564503,589065,834975,447728,1154314,316466,642710,184280,410751,173789,983876,52772,1580890,393962,599275,369901,803755,825269,NA,544066,768050,250405,457421,784448,692680,574385,473023
"47","565.42@2.7142198",236055,297423,NA,320532,310924,241777,307829,NA,304864,296819,314983,343135,NA,212157,350699,357269,264782,239586,293341,345341,245560,364423,308659,333220,NA,269449,348230,398535,314691,372552,340002,315607,224028,306547,307078,NA,243653,331135,NA,272145,333024,325584,321474,298273,304993,235085,308983,251938,301532,203269,249297,330013,262801,352694,275808,340289,357738,355108,244170,NA,299441,355203,266091,NA,258828,283461,314932,306654,NA,314397,248867,351844,301984,379974,301027,317660,221861,297815,357782,253077
"48","162.12515@2.7198715",124422,183064.761830418,305718,141696,249334,145344,288412,414935,120037,64082,162516,222796,140939,251431,106887,242545,148480,326255,91217,117945,305981,206074,350974,299253,139763,299788,130382,196525,136305,226603,127002,379486,112833,NA,129269,162113,98325,115712,192222,200132,254311,255620,157410,245393.171783825,227635,305815,272693,140486,NA,110614,NA,90923,116573,446117,NA,111516,116568,88885,123618,149815,295676,127540,NA,117864,104074,94495,261046,278890,272832,360827,275470,NA,419159,253306,296909,285102,383240,282328,NA,115024
"49","285.19327@2.7711902",57084,89680,41754,78081,75947.6054930915,80796.7233074495,87218.6376643076,20891,45545,41682,42567,39010,48729,60690,NA,115493,98146,46653,66329,NA,70847,75865,81989,68258,NA,NA,50819.759051146,NA,85341.5000290682,82019,65022,82418.7880388982,45168,NA,72511,42298,NA,50857,NA,73204.2772051465,64363.7591092797,NA,64469.2799891167,74970.8688588513,496447.683915457,59733.2550510793,533905.993369044,139618,103546,81276,74163.6940382224,214876,152145,182391,NA,NA,70137.5520610328,122344,62415,NA,76480,63622.4711660176,98041.3384033286,99347,75401.7879539743,149246,48603,98982,110557,117586,129940,66352,84845,102499,49186,47487,189177,131944,92179,63971
"50","106.04171@2.8091476",NA,179348,285521,246119,250578,306487,253297,361198,193474,83540,320868,228287,288890,249851,NA,257966,280546,298070,156149,221673,285466,223971,311331,286389,242122,282857,259823,244090,251607,203155,253993,NA,215329,198643,NA,162634,180817,203651,393930,215491,254071,237826,256838,188306,181757,254512,260845,312103,227390,226137,326359,NA,245060,338434,225054,241113,NA,198989,207168,259062,266500,263127,382264,245132,220890,NA,269857,276865,264778,NA,264742,330750,306092,256891,280779,281486,332336,271247,345412,NA
"51","584.2633@2.856322",236025,NA,116395,159492,144432,252433,99363,NA,153081,118337,80682,68510,269288,143528,151390,40856,219029,67083,NA,109006,48856,402322,200753,77926,55050,667171,195040,42468,205182,90040,116422,179378.273523297,267962,54142,183084,NA,303079,177357,342757,221572,205950,50166,82617,361106,97903,432675,NA,85171,116098,NA,46671,NA,228543,58867,183514,71200,194997,392065,342754,111542,99611,197606,191564,367399,NA,117946,257940.734243256,64167,34518,80022,48177,25938,52347,156605,156240,260445,185581,158400,32394,153469
"52","309.19357@2.945671",44281,83789,44889,50319,77688.0410363891,99339.988620144,38544,40812,85051,44358,NA,96220,85731,152044,113183,NA,166358,70945,211275,NA,154002,128611,187947,207726,59049,106277,101297,1146108,48789,162259,127675,69447.4494478823,33734,62787,91547.4328891873,51241,65901.8933572178,37069,107033,92508.7154345577,70198,NA,65922.0061375235,NA,225461.087555768,150900,221584.489860372,69967,70275,110827,160441,461862,89947,273494,221449,228403,NA,NA,47230,100010,72160,65137,NA,171841,63603.0207680044,234879,28958,66901,66153,169754,147662,131909,58045,251854,94683,98147,126750,80031,152427,104005
"53","206.15125@2.9685295",138837,113937,50541,103469,43489,140431,108160.509289272,57328,119674,NA,121430,NA,198257,54382,102312,86594.6540719361,128144,50209,157109,129519,NA,55402,72902,66588,174611,97923,115806,46358,102797,NA,83512,NA,104039,172359,126978,101759.08618426,106384,100904,251867,47310,74937,53672,143916,104874,61017,98051.3174322603,97680.4441637813,104834,134373,NA,86716,205641,133210,78876,125550,96320,245918,111944,118742,164725,71909,107121,87393,117008,82769,118549,55666,43876,50624,58726,58791,62759,104376,49196,85690,106889.384883933,50633,69750,75153,156777
"54","748.4705@3.0021746",37526,33960,53906,36650,NA,67394,43615,NA,46753,44378.0755034491,68097,36626,44161,NA,NA,NA,NA,NA,NA,53455,54677,41915,39117,51420,52675,45267,51228,38343,48199,36303,44984,80304,45135,41981,30122,39270,34241,29369,77688,42689,41559,47361,55127,25771,NA,41556,44687,51026,53572,46092,NA,NA,39750,65722,46713,55109,46761,35811,48653,47785,40344,52835,NA,56489,44189,35493,47258,41127,49349,59287,47874,47178,NA,46427,43223,48064,44926,40101,53731,43633
"55","732.42596@3.0023324",284598,228457,254897,261448,240976,347214,281654,410286,271603,115668,317930,232454,267987,260643,273439,221042,286606,256961,156907,318483,365939,215869,248607,NA,336413,NA,336624,NA,271770,195684,230614,403340,279516,249680,204020,221601,216447,207440,480037,227848,212713,270551,282660,171005,184369,259674,257790,321186,311617,262639,318613,212726,247963,357406,275016,284796,244524,203906,262850,261237,236224,274239,379354,267344,240599,232618,263457,266414,278813,350059,267645,290019,346484,247881,235031,263048,296095,234762,293864,236417
"56","342.29935@3.0023324",426450,336165,NA,393101,398267,526259,NA,599228,418093,200582,510842,378112,421664,NA,436578,348802,444561,408250,250301,471977,536978,341819,386963,NA,477487,428489,446294,NA,461647,339305,397483,695239,417315,NA,335205,341748,336118,334491,704768,369941,NA,425808,460387,262722,267977,409291,437081,467136,451133,393946,463923,371439,433518,569853,416605,449486,392802,329192,416082,434676,382407,442147,556082,453402,460381,NA,381450,402266,422819,526423,425383,431769,551876,391883,NA,404046,NA,377447,464674,366621
"57","424.34302@3.0024128",142682,97727,143201,124174,136407,162964,123668,187238,139317,62710,155496,NA,142176,124313,138591,105230,148419,131912,77090,148747,165853,100749,120371,139525,153949,142668,144821,126617,132701,96087,121642,NA,140080,128200,105687,NA,106470,101558,237597,110066,96841,133883,146047,81162,83725,129431,136227,161277,149791,126444,149298,113132,128181,190171,132661,NA,NA,NA,129825,131148,118235,148947,177746,141214,120566,111481,128753,137289,135182,166777,122707,141537,162379,124092,111651,122215,129782,115650,144355,121951
"58","452.3383@3.0024276",424502,316952,381349,369019,374745,489223,372020,598602,404675,172153,467827,337655,400684,356255,406135,NA,425510,NA,248805,NA,441737,301121,364768,405388,NA,399277,425248,359106,NA,308707,NA,647338,389367,372307,301832,330151,316139,312495,676485,331149,317559,368715,432682,241192,NA,401927,414185,451281,429423,373104,435920,325525,400221,532172,410750,414800,NA,305273,369187,391499,350934,NA,522889,395686,NA,328568,374911,379983,380262,488013,380144,409024,NA,360914,NA,372913,400136,375594,NA,331641
"59","181.14622@3.0024424",169418,141333,162135,159078,157126,203999,NA,226538,165461,77265,207121,140990,158847,150636,168583,134048,182057,NA,97840,192854,214355,NA,148002,161302,186321,179253,170947,149921,174327,130483,148126,257038,164836,158347,137284,134002,136765,132684,277372,151595,139372,161994,165709,NA,105953,163601,169431,NA,178197,159392,183769,143103,157516,NA,NA,186609,172442,128977,158299,173231,154559,169966,218589,NA,151085,142586,158924,152791,NA,205715,156694,172764,216015,156657,149612,157374,175978,146752,176335,140783
"60","678.504@3.002464",47367556,37430560,45819856,42800788,43063368,55414000,45364116,61020092,NA,22210550,52837396,NA,44980652,42541320,46826300,38876292,47981972,44706348,28629880,51791108,56057920,38023548,42127680,NA,52103740,47507852,48646916,43861556,46995320,37258288,NA,65110304,45188164,42411308,37769348,38096120,NA,36906428,68366368,39478296,39225852,NA,NA,NA,30837886,45627216,46423888,51082480,49237160,43342964,50298056,41222588,44345720,56916788,46399488,48208664,43759240,38797124,44300592,45075176,41512972,47287720,57659272,47882100,41734796,39273956,43583948,44693568,44741948,54433900,45301228,46927736,56508136,42373984,39738644,44360372,47395768,41387768,50941428,40070608
"61","325.27225@3.002464",NA,99159,111864,105685,NA,165048,126617,186153,139257,63136,130375,115043,113490,115677,124606,99233,131138,108538,69254,134437,136114,102563,99021,137140,142068,108556,NA,96227,138727,82048,112522,211839,129226,116607,100314,106532,94787,97940,215689,101038,100422,108193,140822,74270,71953,108755,117547,148625,139045,104333,123124,109752,111775,145187,129933,134732,121019,NA,99546,NA,120607,141835,136678,127939,117562,101526,106524,122749,109727,159198,NA,113652,NA,102211,98832,125310,NA,101340,139770,105484
"62","209.14137@3.0024703",222121,167834,207921,189761,192810,NA,206077,307727,212978,104747,261274,181303,202618,197803,221334,165378,223739,208156,121408,241302,272556,170647,197718,213947,235713,214043,227311,193064,220163,NA,185669,326030,218726,194356,180319,174222,174160,168273,NA,179872,175550,204842,218611,129239,NA,210853,208183,NA,237996,200302,231900,185901,NA,NA,209316,224864,NA,169853,205488,210202,194969,215630,282832,223453,195788,174126,203178,206175,197459,262614,211411,226365,261622,191329,189546,207752,218305,185133,236317,188109
"63","660.4961@3.0024862",123064,98011,NA,111312,110030,147903,108780,NA,125153,54188,147037,107810,117637,NA,NA,94322,134023,120010,72313,145791,153690,93869,119592,129908,134195,128702,122183,122562,132237,89976,124636,210379,122047,113364,93448,100293,104002,100370,216736,124406,109785,124411,136573,72043,80157,120411,120097,131499,NA,117069,140830,106607,116475,169196,127044,135091,120932,98789,119038,132394,116956,129353,159129,131121,NA,102648,117162,108471,126211,145769,109783,135434,168247,117107,96058,118443,128222,115076,147119,108490
"64","551.4431@3.002546",586756,442501,584267,529438,545894,692952,NA,814544,568979,268035,686860,522493,570802,522665,597175,482483,609510,577529,345559,656214,732947,468772,517641,602671,658749,NA,600729,528790,592125,458070,533053,910675,567560,NA,462730,473250,466336,444598,932801,498900,467975,569295,622125,367202,376720,544547,592943,NA,624942,546450,631931,491241,558733,767519,576176,593305,543008,437479,541227,575687,524016,607062,728469,611209,519733,477192,561229,550011,570075,568402,556552,NA,713962,NA,471410,560316,NA,495953,636634,NA
"65","221.17815@3.0191047",996609,526689,1170929,1489833,626740,658574,639801,426085,1731597,813118,NA,489315,771871,677138,686800,687474,1210656,1063484,1648667,754779,NA,871627,615380,388308,1225473,634923,1370994,687991,860244,418659,860686,715472,1198471,910600,944897,732198,678915,619207,986345,1167341,785236,801338,1035269,550070,491943,593283,609649,662731,NA,594576,417112,1091470,548711,407995,837487.924514531,NA,1134278,NA,1047881,NA,833656,NA,357325,928782,1816136,842414,1578667,1108109,870725,1339054,842899,959503,683367,696600,622219,852926,1289044,398672,1383915,802853
"66","176.11984@3.0191574",383270,202856,387179,481281,243312,229035,237697,161187,560997,303240,257346,179434,300112,253890,240709,249193,393037,361029,542906,281650,161879,333227,221960,141945,416303,229859,435761,269650,325016,149079,306195,NA,431617,346378,351134,NA,267830,219991,377589,390189,289948,296233,362445,205768,185554,223127,234046,238531,421798,217299,156821,360023,202401,152842,341683,102345,409548,NA,393705,252246,313371,260426,NA,344635,585380,323258,509601,378219,322020,451981,286166,342340,247293,257315,227653,274750,457538,148260,455815,319454
"67","309.1934@3.0935605",147715,157196,83608,NA,127397.854686885,118761.318846537,72336,87091,171043,91429,NA,94569,116009,158281,148855,186402,172903,165308,276845,177209,176892,161946,207737,NA,165136,143162,138117,NA,NA,NA,204097,NA,52401,154092,97204,109235,NA,71201,150724,71641,47901,NA,NA,55430,51276,87683,50186,157369,153197,133484,NA,663093,146870,NA,343181,391911,162823,230748,66566,126986,148886,56587,45512,180885,38473,280332,128571,NA,126127,192780,344044,136991,94006,162509,136683,105978,270422,195667,203136,100670
"68","287.20923@3.1184244",517375,281416,NA,784298,249181,151734,149366,272762.422984537,224726,144190,279981,350595,191446,313213,310002,452356,NA,61826,667222,553790,194718,601683,253960,133092,198731,465039,376189,459251,365324,385911,370308,121954,504741,NA,302592,249054,146196,210951,341819,291024,NA,NA,187285,NA,133718,130844,377727,702324,259874,NA,249017,644506,425167,245447,655728,505943,595390,783997,413181,NA,546568,319259,265900,536918,258955,NA,231107,460076,505246,499572,684263,434689,533880,440081,233020,355170,175259,411407,172406,338396
"69","182.9806@3.1731977",160412,415296,1335939,310078,236218,NA,NA,477165,422865,165485,NA,307345,492941,741511,487855,205383,438394,1347387,319214,123997,524240,182673,513066,691859,387594,502422,387601,410431,134514,NA,2697970.08799947,5829189.98962674,654944,NA,2664695.57579831,392665,429921,281738,747835,225076,1492914,864237,299514,268976,416153,NA,298484,1235920,656623,591727,731186,NA,104325,647668,120328,451067,484992,231960,357865,326250,689869,360204,679872,240281,742094,499350,NA,2809761.05055421,2594760.17260824,546614.780466738,359897.416986434,576549.662110434,4096322.20758394,139043,438256,NA,NA,769491,409065.047227906,372129
"70","330.19794@3.1751785",62898,90805,49457,82177,49818,NA,51503,127338,89262,169581,89299,90100,101410,40169,135800,54866,94766,27598,150969,79255.5971038274,46847,124049,91545,NA,53816,89972.3834990642,166197,97740.4477792451,80919,68280,131867,89182.8052484079,41089,93789,159544,124572,65055,74777,130032,60644,71344,107764,131548,69051.0158931929,88140,90112,133399,70668,NA,71150,48955,91107.0659204599,84349,103832,83410,50912,107098,111238,112104,71148,75873,122258,102861,NA,76310,111731,100915.049323419,87967.5557744564,63196,120394,87757.6914121722,102938.885597603,100913,37155,130317,97424,74322,117755,83281.9258909759,82708.8121182542
"71","551.44214@3.2408583",74022,NA,97060,82805,91315,75477,88462,126478,92180,43985,106143,101923,114982,105385,108619,95966,NA,93675,82549,101795,139911,83180,107233,112761,79703,115564,105577,NA,90447,86938,83481,128115,78918,93477,74584,62188,65352,68835,178794,76343,102464,100348,109586,55597,96292,131215,102935,111411,95524,106643,144680,99648,NA,112199,118381,117941,127850,96007,75593,84533,114622,94650,120255,77492,106430,98653,102139,NA,104541,103648,NA,129414,131458,94712,109827,110316,99854,107673,106392,57520
"72","568.4675@3.240948",95668,130834,103446,104121,99933,79507,121877,172624,113489,55248,116499,111692,NA,NA,125191,100562,150430,105950,90267,109043,175842,107706,122292,142165,114105,130540,124022,127782,102377,109722,109300,NA,95812,113862,86414,71491,80746,95843,236259,90421,129723,130887,117687,66367,NA,148222,120456,132926,102363,131772,186353,124531,158245,133904,126319,131036,143623,100863,82833,87763,NA,110419,132877,NA,134035,114568,116577,106072,118943,126465,125231,152037,151398,109819,135887,135634,NA,128182,132095,79914
"73","777.61115@3.2410886",482367,589469,515468,502267,488770,423126,496440,692698,503667,225281,526493,555378,601882,526103,NA,499181,646389,538049,429063,552095,742056,514465,547231,616822,478316,609943,NA,597884,480503,517459,521931,677164,459202,507386,429582,360322,382120,428031,945909,426047,584312,NA,574828,324093,NA,706682,577740,562164,501839,562960,NA,546078,700501,570336,613950,592399,653256,493367,417271,434136,613738,517750,671611,452235,594096,526732,522047,493855,541762,578136,599592,699911,677657,520352,588086,585330,555725,NA,569510,363637
