"","Compound","S1_EDTA_T0","S2_EDTA_T0","S3_EDTA_T0","S4_EDTA_T0","S1_EDTA_T3","S2_EDTA_T3","S3_EDTA_T3","S4_EDTA_T3","S1_EDTA_T6","S2_EDTA_T6","S3_EDTA_T6","S4_EDTA_T6","S1_EDTA_T9","S2_EDTA_T9","S3_EDTA_T9","S4_EDTA_T9","S1_EDTA_T12","S2_EDTA_T12","S3_EDTA_T12","S4_EDTA_T12","S1_EDTA_T18","S2_EDTA_T18","S3_EDTA_T18","S4_EDTA_T18","S1_EDTA_T24","S2_EDTA_T24","S3_EDTA_T24","S4_EDTA_T24","S1_EDTA_T30","S2_EDTA_T30","S3_EDTA_T30","S4_EDTA_T30","S1_EDTA_T36","S2_EDTA_T36","S3_EDTA_T36","S4_EDTA_T36","S1_EDTA_T48","S2_EDTA_T48","S3_EDTA_T48","S4_EDTA_T48","S1_EDTA_T60","S2_EDTA_T60","S3_EDTA_T60","S4_EDTA_T60","S1_EDTA_T72","S2_EDTA_T72","S3_EDTA_T72","S4_EDTA_T72","S1_EDTA_T96","S2_EDTA_T96","S3_EDTA_T96","S4_EDTA_T96","S1_EDTA_T120","S2_EDTA_T120","S3_EDTA_T120","S4_EDTA_T120","S1_EDTA_T144","S2_EDTA_T144","S3_EDTA_T144","S4_EDTA_T144","S1_EDTA_T168","S2_EDTA_T168","S3_EDTA_T168","S4_EDTA_T168","QC_EDTA_1","QC_EDTA_2","QC_EDTA_3","QC_EDTA_4","QC_EDTA_5","QC_EDTA_6","QC_EDTA_7","QC_EDTA_8","S5_T0_EDTA","S6_T0_EDTA","S7_T0_EDTA","S8_T0_EDTA","S5_T3_EDTA","S6_T3_EDTA","S7_T3_EDTA","S8_T3_EDTA","S5_T6_EDTA","S6_T6_EDTA","S7_T6_EDTA","S8_T6_EDTA","S5_T9_EDTA","S6_T9_EDTA","S7_T9_EDTA","S8_T9_EDTA","S5_T12_EDTA","S6_T12_EDTA","S7_T12_EDTA","S8_T12_EDTA","S5_T18_EDTA","S6_T18_EDTA","S7_T18_EDTA","S8_T18_EDTA","S5_T24_EDTA","S6_T24_EDTA","S7_T24_EDTA","S8_T24_EDTA","S5_T30_EDTA","S6_T30_EDTA","S7_T30_EDTA","S8_T30_EDTA","S5_T36_EDTA","S6_T36_EDTA","S7_T36_EDTA","S8_T36_EDTA","S5_T48_EDTA","S6_T48_EDTA","S7_T48_EDTA","S8_T48_EDTA","S5_T60_EDTA","S6_T60_EDTA","S7_T60_EDTA","S8_T60_EDTA","S5_T72_EDTA","S6_T72_EDTA","S7_T72_EDTA","S8_T72_EDTA","S5_T96_EDTA","S6_T96_EDTA","S7_T96_EDTA","S8_T96_EDTA","S5_T120_EDTA","S6_T120_EDTA","S7_T120_EDTA","S5_T144_EDTA","S6_T144_EDTA","S7_T144_EDTA","S8_T144_EDTA","S5_T168_EDTA","S6_T168_EDTA","S7_T168_EDTA","S8_T168_EDTA","QC_1_S5_S8_EDTA","QC_2_S5_S8_EDTA","QC_4_S5_S8_EDTA","QC_5_S5_S8_EDTA","QC_6_S5_S8_EDTA","QC_7_S5_S8_EDTA","QC_8_S5_S8_EDTA","QC_3_S5_S8_EDTA"
"23","[1176] urea [9.599]",1676672.3580346,1514598.03643756,1992052.3812873,1743340.4141724,1774393.90869245,1400510.82247926,1953616.38862227,1825448.61527574,1929733.60544658,1473697.0775668,1955125.51563561,1910127.81387615,1926094.28726518,1478637.22528868,1842433.41606082,1859796.37645709,1802068.97347257,1520033.96259381,1860785.95359248,1921475.74140148,1790974.61109786,1533700.23810951,2041795.07161266,1932032.6769094,1876599.28469524,1569846.20918997,1922862.23565032,1807467.03763271,1862605.22151173,1482140.6843254,1995999.365713,1840075.48150718,2012917.29860282,1568887.19706278,1946662.16390204,1885907.20762093,1909354.02947919,1598072.50922152,1837413.5951048,1916397.96502532,1948293.83923041,1644787.87447661,1899319.75792072,1972920.12719381,1966258.48252531,1857683.68781779,1623367.20977999,1767665.33810917,NA,NA,2077695.99694279,NA,2344955.34756346,1708909.87256239,2094257.01947746,1981256.50775683,2318411.66006049,1858138.47334363,2091546.56574019,1961191.72918717,2733450.16423512,2155787.784109,2361149.14548518,NA,1963759.67665087,1919223.99607708,1920914.6185684,1847000.12340737,1856538.59927546,1875235.1801187,1930285.28521958,1934013.59533691,1546239.62276445,2593640.95902348,NA,1697270.84520923,1569230.38661705,2503370.05683967,NA,1712820.56908675,NA,3012736.94128316,1241219.39430536,1738389.50141132,1617385.12516099,NA,1333754.66150942,1493727.46898052,1529647.38644194,2652210.53409612,1419874.96342081,1738536.55657375,1397285.43194663,2497531.55243177,1384662.02577565,1745407.26137268,1439200.76086298,2516744.88841799,1261834.14806259,1767251.23434988,NA,2597487.94861247,1442821.24215512,1691890.40429568,1462873.35632263,2484267.73591866,1395167.1189739,1731170.75696847,1553409.66790956,2656150.56159107,1385145.93003139,1741343.84887183,1391066.61737288,2713579.42968681,1459912.43857918,1537334.35552299,1590457.90229057,2545420.6453298,1349626.76738343,1671069.9003344,2197525.48600094,NA,1518511.67716683,1925251.46989366,1702015.1245157,1823488.0845979,1709494.68997147,1771438.73429894,2850432.97553931,1717999.92005309,2133021.18067696,NA,201954.454973181,NA,1988332.98798656,1961417.99668349,1787821.53771825,1907140.38991956,1913217.64161823,1913708.55997047,1944548.0831245,1906346.32415715,1912770.54146272
"24","L-serine (sum)",68620.5042436867,57685.9879546484,NA,55728.8997991571,78125.3343496153,52563.9620217434,NA,62028.889924494,87310.5413931906,57843.5872792398,64049.5687593522,63370.1148024408,88579.9977984574,NA,55981.7443809548,64753.1211070008,80533.0334241061,64613.7253232579,NA,67768.2013892376,83521.3714546446,65990.360521154,69887.612381336,NA,85011.1765417957,NA,61697.4776037194,66280.5842508026,85987.0521158971,70380.3162822277,NA,69572.676969696,96723.3005013723,NA,74928.1181691553,75140.8390409369,97343.6862720644,83636.5727234598,66796.6250884558,79940.4833099901,NA,91872.3197633886,77833.1978164797,86259.6756052814,101837.866492869,74153.1125990408,86340.0081543266,70069.567637801,113805.509653913,118595.060029539,NA,1144.40560926069,118892.211243842,96745.4021549504,96891.759647211,9836.02949015425,74225.8850619627,123506.666322415,1998.74076198834,54205.1645357992,64194.6455083027,170962.131452189,153427.870751223,4777.6872351592,77287.6241793337,71972.965461435,74825.5928904732,74950.9194386384,73744.5671610761,75131.2007876873,77939.632896657,79548.0666367992,72308.6297343203,36028.0043387401,NA,NA,73492.2952340026,33453.5785680292,NA,49099.6867487691,74051.0396273476,41612.6468268891,47014.9081897099,53465.848783011,78069.8147475782,NA,NA,41727.665828148,77233.7870691575,40579.55936997,76555.0424562731,57016.6920586606,NA,33822.7750150952,60097.606681645,56544.1310629917,73761.4151714043,38504.6820780051,NA,58890.3041876746,NA,NA,68326.3388406879,54119.1961871195,NA,40525.8395106423,NA,55444.7007042092,90478.9274240848,45762.1691800163,65326.4569088912,59932.2439380487,77657.1845094308,52067.5237220715,75825.8149941074,55482.4928122613,101001.757321676,47490.6097535558,68424.0109948315,63462.4916056021,93467.7286605727,NA,93876.986821197,80978.3469852956,123151.496498963,132609.523978321,116457.87941997,115713.01698046,59300.2795624985,102070.01326671,98468.9205110513,126112.882100627,253005.933732254,123168.564870973,NA,75956.6159396279,68523.822266658,76991.2110137561,75569.4874702286,78482.6622103244,78244.425968671,NA,76091.8384686137
"25","[1004] phosphoric acid [9.966]",1962408.98486561,2127628.00693096,1763042.97181609,1787448.68647061,NA,2302520.5591826,1808931.19644551,1892786.52784756,2250158.2180085,2230387.2877266,1652574.77950769,2144797.55375649,2202948.42759941,2336652.05138323,1812544.38757989,NA,2138396.36898215,2679140.10132324,1883300.8091646,2458382.79906672,2174862.15246352,2970867.42190827,1998470.11020708,2753201.22602264,2095415.25969219,3276328.48244974,2030772.57445109,3109137.22710201,2552582.33892605,3469713.19485849,2156676.30483134,NA,2560357.61280398,3553242.15969051,2346977.63265874,NA,2557920.50330278,4482098.21397505,2589212.84592093,4797763.90753901,2457121.12299652,5090052.63948369,3037885.84689287,NA,2469600.17207973,NA,5093619.73477912,5135560.41618574,2952570.39443862,5732371.39219811,5062079.12066598,6865597.20220508,2998302.16096808,6360899.00007709,NA,6858925.44171714,2689310.41425454,8340208.41164051,6209530.02821627,NA,2749523.07651022,4145487.38732959,4544169.89333685,8059332.69841221,4447209.81469052,4544395.62620709,4613147.16203189,4148448.02410936,4204562.11890744,4036047.7521653,4393018.7126137,4318194.22540908,1664849.34653038,NA,1974018.00056622,1890689.55017648,2000258.50091189,2149911.88228643,2079007.05588336,1945167.48224017,2772868.25820111,2530287.58859955,1931396.30985696,2168138.48934164,2250382.31943906,2206399.78795108,2322560.17370882,2016955.0602431,2316263.06907831,2400112.03429163,5049528.02205826,2323968.83824951,2569223.2355526,2263011.57747403,2701926.02475019,2281805.81140656,2755059.10580541,NA,2680952.47183155,2579215.42741397,3436701.94934276,3070240.34341571,3170204.15335436,2802564.78037875,NA,2866607.04214835,3345234.45636824,2677637.09470291,NA,3909288.23400188,3770199.62746384,3004102.19762978,4318849.42313714,3990049.47887206,4573964.07970827,3118868.14668957,5293453.47578864,4554475.07247844,4677470.16937015,3693545.95592358,6157337.91457688,5632661.35801107,5957979.63209319,4678753.14179703,6745936.56340765,NA,NA,5582721.41554779,7529313.51967451,7039448.56383261,6202882.87574303,5465863.34030788,NA,NA,5828907.27085935,4255464.80639631,4168599.4299265,4328028.79120313,4493779.33669851,4209272.1489035,4447194.90813413,NA,4567736.39563682
"26","[700] ethanolamine [9.879]",NA,326002.484427263,515488.995080848,439537.096515533,537577.330486668,267147.10310304,490758.331911001,385880.136075692,780356.639467685,444109.293969595,556615.985874781,505601.685675463,742838.122986709,462493.684735461,334093.666045587,385361.848139317,643614.40274567,476142.159147902,420333.448082916,553386.696769484,566456.900099146,429201.50934876,580320.353478931,576690.917168219,NA,513221.80154604,492170.629973994,510612.179224206,496333.821078434,330924.455669919,577355.988283697,459543.313939203,715590.671570823,479058.931716396,572523.097260249,340337.368715829,664263.010830525,429333.577433244,525739.467949644,592347.570713725,785046.741298809,646590.39712031,615992.688749003,679580.730640929,713808.86326001,537754.737940809,504936.122669975,431880.806555945,697782.797777046,657962.5453501,565959.807184468,NA,NA,501187.005566775,740946.203177883,427425.653294822,1084393.5613143,523451.672806635,698157.641729874,603243.22213786,745870.845355175,933873.016114531,668504.205726576,NA,423178.628113108,400746.342137588,506298.17429175,490788.87870104,645835.718806456,658712.354059973,666704.185095508,NA,650034.43808196,210695.988719737,639936.16930574,229653.455831761,NA,217675.135839334,NA,256885.443139364,NA,331863.888970045,648019.23912467,276720.502172301,778553.763619365,266252.634736086,514193.511930676,199411.967204755,666691.293529701,296847.926290209,620091.264253971,259492.891814885,NA,248527.025996687,741580.356573263,249202.137940583,798908.490686975,267464.973801881,481251.022504081,298068.849651647,NA,246074.705979244,NA,271075.517982376,799638.497954042,301881.498921756,746494.821628346,206414.465618458,962447.570186254,331917.71854608,637121.944341923,344370.889255996,818754.485340121,370909.51965623,850740.217603082,378925.182649563,NA,276557.493624624,790907.781520025,345834.284878342,563674.1189379,682138.912749749,647407.523593834,463815.234081271,945170.700004421,999996.67233878,1161840.10459414,925916.865285512,311818.012608165,NA,NA,876455.188457781,90228.9800135389,NA,491723.42535472,482919.275425993,375983.330226272,524446.004124172,NA,609701.436615819,703620.255252723,688607.825566649,525116.059461766
"27","[791] DL-isoleucine 2 [10.225]",170962.961349393,153866.029140943,176099.828904766,200863.716367548,181092.699930408,138700.210735251,170405.852894407,215686.701051402,NA,154333.38300114,177380.521683716,220298.059198319,201690.412465292,156986.394492808,NA,NA,190376.189448729,164090.147165008,167128.625559419,227522.855246236,186457.02952788,161868.408633284,182311.532780424,227796.033948056,196192.676628761,168663.615517694,173286.792716328,NA,192797.712757143,159273.357637667,188208.905604524,221411.122174403,215322.017382634,170335.411934596,182933.057948919,223277.724351448,NA,177988.276736307,168752.802338169,226607.129232123,206814.33160802,182791.581105038,176682.88425483,237987.01579862,201907.667281078,163993.702225634,175385.244835601,198563.100040538,193348.382963634,187553.766423391,186635.469514011,NA,202077.477086408,162447.555431396,180538.392587342,195793.707014874,NA,181968.736940163,155873.482828361,NA,NA,211271.156153452,208124.965388376,105385.168206461,189679.836442481,184374.523609661,NA,180141.855943993,183308.079859482,182567.345145504,191814.843550512,192771.68640065,NA,193403.972765014,119118.699906859,173269.964973855,162524.264113624,185781.954600846,124256.858286235,175191.545178597,NA,219911.790482769,118869.438683026,182314.471858727,171086.67942248,193554.299130625,NA,155626.993537826,161655.862157702,204784.711047525,140815.922946444,184553.691179247,151144.945573339,178837.734583712,139019.295404807,186203.096588598,NA,194196.853823178,126768.899598362,192064.571529841,170929.597289105,200795.435168749,145248.044907382,184102.007774945,160788.700267225,197670.919245154,NA,186402.666441284,173215.322904403,212389.456125214,141349.201218022,193292.411815603,151544.552963893,220460.927569629,148943.368517454,175891.610280101,171718.772599032,211703.876910337,137449.849442951,194120.19356412,203439.87435532,192053.362202561,147676.820244887,223031.035751093,171679.884860143,NA,161584.26863065,173084.861554405,215755.497257649,146256.509670618,238528.07824422,NA,79526.161602014,161356.768344368,NA,191700.858648133,NA,186808.211373644,183912.832061749,187241.200259564,188337.51855776,187023.622548881,189667.486426583
"28","[614] L-proline 2 [10.341]",311430.869106997,360531.902046735,213305.467722732,384322.510855791,338709.504450342,320706.927924608,210407.188928067,415619.122569702,367144.223241232,370008.16217722,218483.513704049,437517.591628962,376030.857068135,384039.057139004,198484.592300086,425026.851266109,352209.413876952,NA,212704.012525838,467576.690365229,364171.278303216,445963.747423595,237364.09358848,483123.350701603,365690.047108411,485145.975184379,232897.802970963,461937.469242271,386016.775458165,484465.21956746,267802.004397897,489432.095876133,426512.426261266,537964.273781918,283163.881077732,520063.886019975,415419.112119577,601473.526957423,281653.574922535,561028.144876498,426052.617832933,657434.322737181,324322.060380435,596671.951052505,442510.13878751,340456.815765733,683405.005042655,550755.824427816,485749.483415395,853188.27874742,429228.73510191,568889.715999335,547767.089986416,795710.237994667,496781.868528347,678040.608438756,NA,991994.61366504,500498.483744137,683259.023474134,624960.112246735,1266178.33399581,732308.353818063,131031.517384648,491694.134299821,467614.340438599,NA,477933.799103222,462617.037072828,465299.010483256,485614.284597966,492921.086612469,602837.397316046,202879.721744284,244937.06977922,148414.30284755,NA,194081.861617469,260301.387591243,160881.164445958,639105.098210025,224289.405436303,269525.479557131,193682.475327821,674852.060103777,208394.920257356,281409.789592828,155477.70741958,639091.462873272,230232.629408684,463194.946838815,211714.765105151,592494.532948836,181920.976576494,NA,220503.304616947,637136.415514807,224542.840168378,328011.684031277,236410.524893382,716373.385590713,233328.591914932,400610.478182133,226580.263209253,674896.823323032,234371.46731994,395040.186401582,219756.919035972,754983.238769486,271359.485484839,404629.6496126,NA,672063.124076001,297875.606880064,456629.648204949,237020.242573196,814329.909948802,NA,432521.503020154,280300.426395761,694006.278812617,570736.730052386,541408.374682812,365386.24235018,925035.353514291,1003245.14769239,639856.111786175,989661.068380016,356075.551500088,596319.992736447,455903.722968495,1235398.32335902,369744.304638776,NA,432103.493356686,490103.944039356,452431.562124553,488819.762381489,475694.016215471,483741.895810934,480401.862694794,NA,483076.262964318
"29","[750] glycine [10.456]",554564.8244245,325717.361927805,NA,439388.898864812,537350.581419727,267073.034025005,490807.787384369,385569.827907456,NA,443845.877415917,NA,505278.876039682,742438.343703437,462188.654024454,334491.300126636,384853.44375496,643457.366711154,476882.63716301,421175.99555474,552969.765803164,567107.217246537,429035.020443735,579977.789328754,576508.075274976,622179.711298104,512894.02198307,492470.542506778,509725.868570249,496235.806506401,330718.832539007,NA,NA,715138.795966394,478712.344531787,572256.469058352,340250.682813037,663617.600724638,429001.574329759,526472.374801695,591871.282862253,784428.053294896,646535.610987092,615764.560183814,678233.376669464,713613.353058816,537268.998952423,NA,431724.341986402,698841.410571284,657805.647444819,565880.257105217,647086.515933116,858210.834625579,501107.347936092,740577.230677675,428388.712212758,1083199.31739927,522577.610092732,NA,601737.700709997,745307.618915384,933148.485194855,NA,383524.292391651,422951.298151682,400767.122614723,NA,490689.97013327,NA,658300.363600078,667597.372974092,711913.938248741,650147.154845511,NA,640166.01896594,229568.478281297,704217.184320142,218044.330043893,633260.668959634,256754.785049832,NA,331593.487376886,647771.145048815,276507.06513566,778305.20981035,266545.62538591,513623.013933279,199360.971456599,666417.211167565,296600.389535686,620876.011347594,NA,544925.078823841,247921.958854449,741297.314069247,248967.683824657,798484.576306664,269316.028329907,481988.262580782,297950.347321979,661902.095472593,245840.465212541,766457.52572061,270914.090722531,799372.054662004,301572.13241508,746262.271849129,206286.590443293,962272.146497616,331744.799162534,636821.312099663,344193.597559769,818595.394390095,371291.865234575,850299.28598865,378759.236240436,948206.282881351,276406.053149286,790819.935987213,345582.722801218,563483.304721964,681541.07786566,647080.353681901,NA,944228.786520495,999339.187875632,1161602.71748186,925776.353143178,NA,1041504.48084994,694442.920608887,876243.614260401,65147.5805872528,1331800.3873401,491322.452038549,482793.134150158,375847.614342638,524334.986357652,594825.265451326,609067.768427973,703507.148191685,687739.988530395,525667.091627726
"30","[1110] succinic acid [10.509]",1656.70026663396,1578.28013315658,1276.13607682667,990.139513613466,1742.79839924269,NA,1369.22584837077,776.879093500779,1832.29621046437,1697.36399934753,1419.3661593223,994.004577791963,1717.55980517451,1881.14936243283,1575.79442227682,1032.92647076226,1640.99346109325,1878.51395161975,1686.76983786269,1248.55841306245,1796.06236665082,1979.74673605671,2201.3062790981,1483.59556708441,NA,2239.95343376975,NA,1469.0629951798,1818.48725421922,2101.18858444333,2434.94750558753,1751.67467859508,NA,2584.85864722296,NA,NA,2514.99859984253,NA,2477.40678170459,2102.0752209629,NA,3092.03703949129,2841.70479078699,2406.65054323616,3406.22243057718,2546.11382513364,3266.66863201393,NA,3059.89272374832,3145.88806741437,3343.16512318837,1377.92083004498,NA,2608.84614537545,3560.98536851824,3285.58695787928,2755.32104148672,2664.38762350265,NA,4487.5003094353,2346.99206900329,2259.03894906788,NA,206.217471167888,2522.24785891543,2717.41954134792,NA,2306.91471729198,2224.92094347044,2282.91331242167,2354.19026931812,2469.07904509405,NA,NA,NA,1653.75393175621,NA,1403.88925341245,1841.11857272869,1736.97633430066,1830.84377123251,2132.23854263804,1823.73302050573,1980.08552054177,2111.72741466147,1719.62622794006,1910.42118210627,1548.14028456907,NA,1645.08736095573,2696.60467698597,1960.41075563639,2249.77987508345,1561.44702226356,2087.9821426463,1849.93379098768,2544.01124112227,1684.81362670215,2359.82953795095,1896.54007500982,3351.65122076644,2044.01318111629,2437.76773264387,2288.33846874639,NA,1847.93458397499,2557.00161410079,2042.54557200926,3562.86692949692,2098.42784766492,2732.68038170095,2418.25244075612,NA,2047.94082671769,2974.74283743742,2312.99916966772,4044.7323245426,2206.43772903,2954.14241106737,2700.87895115274,NA,3196.67835338607,2874.36716015793,2708.39766876175,4558.59823041225,4926.62509303043,2449.46389067227,3548.83073912024,1214.01021199677,1694.4569790739,NA,4401.11206646323,27150.0185365054,1543.28589744618,1497.13798550933,NA,NA,2294.93741324311,2386.52992020823,2475.61399599934,2490.06665841975,NA,2527.64892028652
"31","[439194] glyceric acid [10.735]",1031.46953535499,638.737326612541,663.89073213269,738.786747556078,1258.88431540391,524.013537091369,524.849360365957,810.799592345476,1413.08310627842,516.470202029153,673.840318044296,869.93045185225,1120.99133902082,576.534116340494,567.026098185749,1045.36788498529,1418.5673202836,NA,609.554044910897,1061.30298833581,1541.91895398404,973.178887157494,691.37025525065,1425.92234470845,1950.41129570707,NA,815.514056097009,1401.91758805692,2163.64345636355,1073.20237068525,1120.69650515342,1618.73933369133,2912.5360725968,1209.91759824741,1175.61199029281,1983.56256109228,3157.08234136478,NA,1241.10946867692,2117.64742205977,3518.77805159897,1532.52027158499,1587.16991815563,2146.30682230821,4142.65418736639,NA,1690.27778689129,2210.47150741906,5496.46622103488,1848.03113295949,2085.71584069125,NA,5985.8685808049,1807.94556838913,2433.14243190324,1554.74494795172,6393.21800415127,2051.62911986846,2256.20867364988,2271.59172965226,7333.20774298102,2406.09536782282,3099.65831201226,1551.98551990211,2034.62799447542,2041.53760132169,NA,1972.21385821268,NA,1861.13345816612,1881.37569016267,1820.0127026001,738.8002612994,1086.09063643319,964.809219298995,821.689058058366,1062.19486077208,945.115155967649,NA,698.680418363602,1126.48807552511,1527.76510088397,748.91710015917,679.690762577156,NA,1092.89705862194,866.472199097567,NA,1050.25007419768,1166.00772069371,2856.82943396074,989.222292251946,1538.80830820566,1056.65576397806,1274.91328925779,906.315025400452,1487.47933266157,1091.66209781703,1234.63551540321,1151.96271053438,2065.49821751685,1570.75055850658,1729.53288545523,NA,2166.87789124619,1588.07169528707,2001.45652975384,1350.33449665803,2674.14924820698,2226.63018416416,2259.68578202319,NA,2564.97354619945,2236.46337865085,NA,1784.99190301986,2600.98786577531,2243.75399457991,2652.13969593778,2231.61536682601,NA,NA,3507.08217882487,NA,2660.90066704154,2788.28124401714,3404.19880395595,2997.62729807878,3209.26460039547,3688.48375489561,3211.58581447705,3688.1258157666,454463.359079027,NA,3021.83207515099,1861.9406518784,1955.71861830217,1896.4903793762,1992.20088318244,1860.42805125266,1791.26555380306,1851.73418391223,NA
"32","[638129] citraconic acid [10.792]",1232.82573573775,1370.79750988364,1830.05458690668,792.419948861794,1585.18384658751,1483.94583196248,1608.09178929974,997.43286385808,NA,1843.09481522212,1821.79225464667,1419.32512249312,1705.07867293744,NA,1507.35495063151,1814.11409634051,NA,2542.71733196587,1688.34560397211,2211.26819504792,1391.09138138218,3604.48982438812,1865.46991105067,4330.55043857642,NA,3981.07336631519,2009.753020345,NA,1746.4336831729,4778.00384286308,2907.09113067119,5147.10745979944,NA,4880.33838255614,3952.43824759724,NA,3009.14132678017,6314.33556198726,4216.545755876,7262.06238243569,3154.74916837502,7884.92183162443,5434.70349976212,8341.44136809844,3760.50892838925,6561.76546042293,8196.91534722237,8872.40288445361,5411.16786838913,11550.814102174,10631.9150017303,10152.8420949978,6909.35831948793,14988.7921637207,16247.5047443236,13468.6396240205,7707.54022520571,20410.6755959353,16727.4551481989,NA,10195.4236573948,NA,30422.9320952733,4885.17592398763,6419.53813401069,6570.33597642466,6583.7811897401,6616.54930388181,NA,NA,6583.49323379125,6587.62494151874,1419.67925545245,1016.42646592586,952.608551887337,NA,1754.18821396712,1005.6503787389,1217.15194426374,1060.36758282613,2554.17243791724,1484.05273132261,1540.54385980575,1094.60194469443,3493.99013352576,1203.5610312276,1692.7206233025,1376.86612531468,3838.36866683438,1514.94650949777,8916.69452110037,NA,4912.70554513835,1814.68904531268,2826.93599539524,1383.26948807819,6003.73714896522,NA,3382.97567609207,1472.64722984349,7934.08576796425,2424.17585120929,4643.47578326174,1771.12275563595,NA,2406.75655031327,5191.15673885313,2160.9953637457,10136.2913955924,3306.98712891537,6527.93624351592,2306.19391204419,NA,NA,7741.25864316999,2564.33621397544,13185.2003919558,4716.22255786884,8189.66253188637,2977.20393896965,12700.4334555073,10393.6295291103,12192.240260015,4553.69395543676,18751.186505183,20105.7032122992,16550.6002874063,22103.8818886209,9790.94095988117,17976.8531244962,8622.30472022321,27794.1701882958,268480.17551468,23529.903236145,NA,6521.84360065069,6202.43582784746,6640.63951397135,6385.65795486582,6723.62778896397,6528.42445924184,6437.16790405888,6752.31230803109
"33","[444972] fumaric acid [10.94]",3693.88763423819,4488.13101335588,2779.65248708665,2203.75257908976,3758.17990779772,4328.16603288579,3245.95545076414,2359.46785472276,3804.11878728595,4394.85199993314,NA,2872.2046827579,4512.09645112756,4525.82056531131,3113.63006156221,2768.55313167174,3690.17892356359,NA,4027.44155262134,2881.05535408293,4148.43220499326,5815.28328186302,5542.82001162556,3393.09867184164,3791.16022384464,5994.40342236223,5794.97309440966,3598.39880367512,4744.45329295527,5864.19396706916,5741.36426629487,3368.61706399679,4444.42210469054,7913.58882376873,6055.85338245719,4002.64032030747,5370.4846191454,8404.74843555898,5637.74671444679,3515.64175585495,6068.03978249845,9869.28479548982,7743.55596812709,4925.611308934,7860.0143357308,10300.3179020967,9480.44934772586,NA,11760.793798384,11386.3833492883,11939.0554768054,1263.56166079611,13344.0307408991,11344.7579424664,NA,2111.29035156453,15620.5550122077,NA,8345.36198745145,5324.44335965073,19210.8021161024,18191.2914848958,11475.1966597822,384.443971382205,7380.69850926663,7480.70970561051,7541.44702862613,7261.34768107809,6832.762556143,7266.82622195557,7422.28058112367,7260.85962084948,2766.79138900975,2794.65570532068,3191.84399843728,NA,3008.60618740749,2430.37665008336,3785.47986440419,NA,3691.3404327333,3375.91925380514,3959.33329404441,6454.33793604212,3450.54449140057,3303.31977550561,5042.86154337681,6101.37782114411,NA,3288.55824962333,10231.9338964431,7088.09183298457,4067.01213253306,2993.63179789434,5745.92758876951,6766.54160255059,4858.85255109077,2768.39860600963,5525.92140922175,6762.19019871551,NA,3978.31399746102,7034.7063662581,7281.51347663825,5884.43163225451,3825.57678361774,6775.31259042103,6730.8805614282,6305.35358538714,4405.47873815088,7479.04877012933,7002.80718370163,7820.57741636577,4465.6496127662,8445.31242193045,7241.54304978245,8319.82447940853,5615.20952630865,8462.09166477492,8992.7292928703,9065.48068406737,7663.62134745016,13919.5284175602,12557.2715141442,NA,10252.1917700069,14514.6779473888,6031.35523919461,7089.86162157502,13238.7152824176,15998.211120281,5848.44980934482,103217.524538687,12561.7538820244,12342.5987916023,7295.27082518481,6904.88404439067,7224.6285187592,7711.23288127948,7128.37876739092,7267.13396835519,7140.88287644414,7774.52002284869
